gene	transcript	branch
ENSG00000117602	ENST00000374393	0
ENSG00000117614	ENST00000354361	0
ENSG00000117616	ENST00000473314	2
ENSG00000117620	ENST00000370153	0
ENSG00000117625	ENST00000529572	0
ENSG00000117632	ENST00000399728	0
ENSG00000117640	ENST00000525713	0
ENSG00000117643	ENST00000374332	0
ENSG00000117650	ENST00000366999	0
ENSG00000117676	ENST00000374163	0
ENSG00000117682	ENST00000525546	0
ENSG00000117691	ENST00000366988	0
ENSG00000117697	ENST00000422588	1
ENSG00000117707	ENST00000261454	0
ENSG00000117713	ENST00000540690	0
ENSG00000117724	ENST00000366955	0
ENSG00000117748	ENST00000313433	0
ENSG00000117751	ENST00000431586	0
ENSG00000117758	ENST00000373943	0
ENSG00000117791	ENST00000425560	3
ENSG00000117834	ENST00000420136	0
ENSG00000117859	ENST00000528603	0
ENSG00000117862	ENST00000371626	2
ENSG00000117868	ENST00000435514	0
ENSG00000117877	ENST00000590794	3
ENSG00000117899	ENST00000561312	0
ENSG00000117906	ENST00000394885	0
ENSG00000117971	ENST00000559849	0
ENSG00000117983	ENST00000529681	0
ENSG00000117984	ENST00000367196	0
ENSG00000118004	ENST00000382062	0
ENSG00000118007	ENST00000536929	0
ENSG00000118017	ENST00000236709	1
ENSG00000118046	ENST00000586243	0
ENSG00000118058	ENST00000392873	0
ENSG00000118094	ENST00000397925	0
ENSG00000118096	ENST00000528378	0
ENSG00000118113	ENST00000236826	1
ENSG00000118137	ENST00000236850	1
ENSG00000118156	ENST00000448976	2
ENSG00000118160	ENST00000236877	0
ENSG00000118162	ENST00000536339	0
ENSG00000118181	ENST00000527673	0
ENSG00000118193	ENST00000367350	0
ENSG00000118194	ENST00000367315	0
ENSG00000118197	ENST00000367348	0
ENSG00000118200	ENST00000475326	0
ENSG00000118217	ENST00000367942	0
ENSG00000118231	ENST00000264376	0
ENSG00000118242	ENST00000263268	1
ENSG00000118245	ENST00000236979	4
ENSG00000118246	ENST00000403094	0
ENSG00000118257	ENST00000540178	0
ENSG00000118260	ENST00000448277	0
ENSG00000118263	ENST00000412414	0
ENSG00000118271	ENST00000237014	1
ENSG00000118276	ENST00000579372	0
ENSG00000118292	ENST00000369102	0
ENSG00000118298	ENST00000607082	0
ENSG00000118307	ENST00000537577	0
ENSG00000118308	ENST00000548766	0
ENSG00000118322	ENST00000520108	1
ENSG00000118363	ENST00000526883	0
ENSG00000118369	ENST00000441408	1
ENSG00000118402	ENST00000369816	0
ENSG00000118407	ENST00000370020	0
ENSG00000118418	ENST00000344726	1
ENSG00000118420	ENST00000505226	1
ENSG00000118432	ENST00000549716	0
ENSG00000118434	ENST00000237201	2
ENSG00000118454	ENST00000262346	0
ENSG00000118473	ENST00000371036	0
ENSG00000118482	ENST00000393387	0
ENSG00000118491	ENST00000539295	3
ENSG00000118492	ENST00000473647	0
ENSG00000118495	ENST00000392307	2
ENSG00000118496	ENST00000237281	0
ENSG00000118503	ENST00000433680	0
ENSG00000118507	ENST00000263050	1
ENSG00000118508	ENST00000367495	0
ENSG00000118513	ENST00000528343	0
ENSG00000118514	ENST00000534012	0
ENSG00000118515	ENST00000461976	0
ENSG00000118518	ENST00000309649	0
ENSG00000118523	ENST00000367976	0
ENSG00000118526	ENST00000367882	0
ENSG00000118557	ENST00000355636	1
ENSG00000118564	ENST00000382358	0
ENSG00000118579	ENST00000503945	0
ENSG00000118596	ENST00000549033	1
ENSG00000118600	ENST00000537373	0
ENSG00000118620	ENST00000597922	8
ENSG00000118640	ENST00000432071	0
ENSG00000118655	ENST00000369563	0
ENSG00000118680	ENST00000237500	0
ENSG00000118689	ENST00000540898	0
ENSG00000118690	ENST00000392644	0
ENSG00000118702	ENST00000373614	4
ENSG00000118705	ENST00000456400	0
ENSG00000118707	ENST00000560025	0
ENSG00000118729	ENST00000261448	0
ENSG00000118733	ENST00000536598	1
ENSG00000118762	ENST00000502363	0
ENSG00000118777	ENST00000515655	0
ENSG00000118785	ENST00000360804	3
ENSG00000118804	ENST00000539752	0
ENSG00000118816	ENST00000513774	0
ENSG00000118855	ENST00000477743	0
ENSG00000118873	ENST00000484658	0
ENSG00000118894	ENST00000587133	0
ENSG00000118898	ENST00000592772	0
ENSG00000118900	ENST00000587027	0
ENSG00000118922	ENST00000377666	0
ENSG00000118939	ENST00000377595	0
ENSG00000118946	ENST00000484979	0
ENSG00000118960	ENST00000446825	1
ENSG00000118961	ENST00000440866	1
ENSG00000118965	ENST00000416055	0
ENSG00000118971	ENST00000536537	0
ENSG00000118972	ENST00000237837	1
ENSG00000118985	ENST00000513343	0
ENSG00000118997	ENST00000409063	0
ENSG00000119004	ENST00000443941	0
ENSG00000119013	ENST00000454214	0
ENSG00000119041	ENST00000455546	0
ENSG00000119042	ENST00000440919	0
ENSG00000119048	ENST00000507277	0
ENSG00000119121	ENST00000376864	0
ENSG00000119125	ENST00000545168	0
ENSG00000119138	ENST00000377126	1
ENSG00000119139	ENST00000453658	0
ENSG00000119147	ENST00000437659	1
ENSG00000119185	ENST00000456913	0
ENSG00000119203	ENST00000238112	0
ENSG00000119227	ENST00000443835	1
ENSG00000119231	ENST00000323460	0
ENSG00000119242	ENST00000539551	0
ENSG00000119280	ENST00000522201	0
ENSG00000119283	ENST00000366652	0
ENSG00000119285	ENST00000366579	0
ENSG00000119314	ENST00000458258	1
ENSG00000119318	ENST00000416373	0
ENSG00000119321	ENST00000446284	0
ENSG00000119326	ENST00000325580	0
ENSG00000119328	ENST00000445175	0
ENSG00000119333	ENST00000372715	0
ENSG00000119335	ENST00000372688	0
ENSG00000119383	ENST00000417504	0
ENSG00000119392	ENST00000539582	0
ENSG00000119396	ENST00000373840	0
ENSG00000119397	ENST00000373865	1
ENSG00000119401	ENST00000373983	0
ENSG00000119402	ENST00000340778	0
ENSG00000119403	ENST00000419155	0
ENSG00000119408	ENST00000546191	0
ENSG00000119411	ENST00000374183	0
ENSG00000119414	ENST00000373546	0
ENSG00000119421	ENST00000373768	0
ENSG00000119431	ENST00000374180	0
ENSG00000119446	ENST00000417201	0
ENSG00000119457	ENST00000374228	0
ENSG00000119471	ENST00000539114	0
ENSG00000119487	ENST00000427078	0
ENSG00000119508	ENST00000330847	0
ENSG00000119509	ENST00000541287	0
ENSG00000119514	ENST00000375011	0
ENSG00000119522	ENST00000394219	0
ENSG00000119523	ENST00000319033	0
ENSG00000119535	ENST00000361632	1
ENSG00000119537	ENST00000592327	0
ENSG00000119541	ENST00000588059	0
ENSG00000119547	ENST00000491143	0
ENSG00000119559	ENST00000586564	0
ENSG00000119574	ENST00000600130	2
ENSG00000119596	ENST00000238571	0
ENSG00000119599	ENST00000553457	0
ENSG00000119608	ENST00000445876	0
ENSG00000119614	ENST00000261980	0
ENSG00000119616	ENST00000553673	0
ENSG00000119630	ENST00000405431	0
ENSG00000119632	ENST00000556727	5
ENSG00000119636	ENST00000394009	0
ENSG00000119638	ENST00000553945	0
ENSG00000119640	ENST00000555694	0
ENSG00000119650	ENST00000314067	0
ENSG00000119655	ENST00000556009	0
ENSG00000119661	ENST00000540526	0
ENSG00000119669	ENST00000238647	0
ENSG00000119673	ENST00000238651	0
ENSG00000119681	ENST00000261978	0
ENSG00000119682	ENST00000554070	0
ENSG00000119684	ENST00000544985	0
ENSG00000119685	ENST00000557636	0
ENSG00000119686	ENST00000238667	0
ENSG00000119688	ENST00000556119	0
ENSG00000119689	ENST00000555089	0
ENSG00000119698	ENST00000556470	0
ENSG00000119699	ENST00000238682	0
ENSG00000119703	ENST00000532198	1
ENSG00000119705	ENST00000557623	0
ENSG00000119707	ENST00000532192	0
ENSG00000119711	ENST00000555126	0
ENSG00000119714	ENST00000535815	0
ENSG00000119715	ENST00000261532	0
ENSG00000119718	ENST00000554748	0
ENSG00000119720	ENST00000357904	0
ENSG00000119723	ENST00000555196	0
ENSG00000119725	ENST00000442160	0
ENSG00000119729	ENST00000473428	0
ENSG00000119737	ENST00000394705	0
ENSG00000119760	ENST00000404798	0
ENSG00000119771	ENST00000288548	0
ENSG00000119772	ENST00000380756	0
ENSG00000119777	ENST00000435172	0
ENSG00000119778	ENST00000366438	0
ENSG00000119782	ENST00000421839	0
ENSG00000119787	ENST00000451483	0
ENSG00000119801	ENST00000402708	0
ENSG00000119812	ENST00000441530	0
ENSG00000119820	ENST00000238831	0
ENSG00000119844	ENST00000238855	0
ENSG00000119862	ENST00000464281	0
ENSG00000119865	ENST00000263655	0
ENSG00000119866	ENST00000537768	0
ENSG00000119878	ENST00000238892	1
ENSG00000119888	ENST00000263735	1
ENSG00000119899	ENST00000355773	0
ENSG00000119900	ENST00000370435	0
ENSG00000119906	ENST00000370269	1
ENSG00000119912	ENST00000371581	0
ENSG00000119913	ENST00000369422	0
ENSG00000119915	ENST00000370005	1
ENSG00000119917	ENST00000371818	5
ENSG00000119919	ENST00000344586	0
ENSG00000119922	ENST00000371826	5
ENSG00000119927	ENST00000423155	0
ENSG00000119929	ENST00000370472	0
ENSG00000119938	ENST00000238994	0
ENSG00000119943	ENST00000370575	0
ENSG00000119946	ENST00000370534	0
ENSG00000119950	ENST00000369612	0
ENSG00000119953	ENST00000369592	0
ENSG00000119965	ENST00000481909	1
ENSG00000119969	ENST00000239026	0
ENSG00000119973	ENST00000369169	0
ENSG00000119977	ENST00000430368	2
ENSG00000119979	ENST00000544016	0
ENSG00000120008	ENST00000497136	0
ENSG00000120029	ENST00000311122	0
ENSG00000120049	ENST00000358038	0
ENSG00000120051	ENST00000369704	0
ENSG00000120053	ENST00000370508	0
ENSG00000120054	ENST00000370418	0
ENSG00000120055	ENST00000239125	3
ENSG00000120057	ENST00000266066	0
ENSG00000120063	ENST00000439174	0
ENSG00000120068	ENST00000468443	0
ENSG00000120071	ENST00000574655	0
ENSG00000120075	ENST00000239151	0
ENSG00000120088	ENST00000583888	0
ENSG00000120093	ENST00000485909	0
ENSG00000120094	ENST00000577092	0
ENSG00000120129	ENST00000239223	0
ENSG00000120137	ENST00000239231	1
ENSG00000120149	ENST00000239243	0
ENSG00000120156	ENST00000519080	1
ENSG00000120158	ENST00000448872	0
ENSG00000120159	ENST00000535437	1
ENSG00000120160	ENST00000380032	4
ENSG00000120162	ENST00000262244	1
ENSG00000120210	ENST00000381641	5
ENSG00000120211	ENST00000239316	7
ENSG00000120215	ENST00000381471	3
ENSG00000120217	ENST00000381577	2
ENSG00000120235	ENST00000380210	3
ENSG00000120242	ENST00000380205	3
ENSG00000120251	ENST00000323661	0
ENSG00000120253	ENST00000367403	0
ENSG00000120254	ENST00000453602	1
ENSG00000120256	ENST00000239367	0
ENSG00000120262	ENST00000239374	1
ENSG00000120265	ENST00000486585	0
ENSG00000120278	ENST00000367328	0
ENSG00000120279	ENST00000529453	1
ENSG00000120280	ENST00000378962	0
ENSG00000120289	ENST00000378982	5
ENSG00000120306	ENST00000261811	1
ENSG00000120314	ENST00000504897	0
ENSG00000120318	ENST00000504448	0
ENSG00000120322	ENST00000239444	0
ENSG00000120324	ENST00000239446	0
ENSG00000120327	ENST00000515856	0
ENSG00000120328	ENST00000239450	0
ENSG00000120329	ENST00000239451	6
ENSG00000120332	ENST00000239462	0
ENSG00000120333	ENST00000367677	0
ENSG00000120334	ENST00000367710	0
ENSG00000120337	ENST00000404377	3
ENSG00000120341	ENST00000527976	1
ENSG00000120370	ENST00000498166	0
ENSG00000120436	ENST00000366834	4
ENSG00000120437	ENST00000541436	0
ENSG00000120438	ENST00000538128	0
ENSG00000120440	ENST00000515138	0
ENSG00000120451	ENST00000265909	0
ENSG00000120457	ENST00000529694	0
ENSG00000120458	ENST00000527140	0
ENSG00000120471	ENST00000602346	4
ENSG00000120498	ENST00000344304	0
ENSG00000120500	ENST00000374495	0
ENSG00000120509	ENST00000374454	0
ENSG00000120519	ENST00000264986	0
ENSG00000120526	ENST00000521439	0
ENSG00000120533	ENST00000523335	1
ENSG00000120539	ENST00000375946	0
ENSG00000120549	ENST00000376462	0
ENSG00000120563	ENST00000494304	3
ENSG00000120594	ENST00000377242	1
ENSG00000120616	ENST00000263062	0
ENSG00000120645	ENST00000538872	0
ENSG00000120647	ENST00000422000	0
ENSG00000120656	ENST00000263974	0
ENSG00000120658	ENST00000261488	1
ENSG00000120659	ENST00000544862	2
ENSG00000120662	ENST00000430347	0
ENSG00000120664	ENST00000493739	5
ENSG00000120669	ENST00000554962	1
ENSG00000120675	ENST00000379221	1
ENSG00000120685	ENST00000350125	0
ENSG00000120688	ENST00000379487	1
ENSG00000120690	ENST00000239882	1
ENSG00000120693	ENST00000379826	0
ENSG00000120694	ENST00000435381	1
ENSG00000120696	ENST00000379483	0
ENSG00000120697	ENST00000413537	0
ENSG00000120699	ENST00000481013	0
ENSG00000120705	ENST00000507939	0
ENSG00000120708	ENST00000509485	0
ENSG00000120709	ENST00000511276	0
ENSG00000120725	ENST00000394817	0
ENSG00000120727	ENST00000510080	2
ENSG00000120729	ENST00000515645	1
ENSG00000120733	ENST00000542866	0
ENSG00000120738	ENST00000239938	0
ENSG00000120742	ENST00000487153	0
ENSG00000120756	ENST00000483373	1
ENSG00000120784	ENST00000587199	5
ENSG00000120798	ENST00000330677	0
ENSG00000120800	ENST00000261637	0
ENSG00000120802	ENST00000261210	0
ENSG00000120805	ENST00000551092	0
ENSG00000120820	ENST00000548660	0
ENSG00000120832	ENST00000550736	0
ENSG00000120833	ENST00000549510	0
ENSG00000120837	ENST00000551446	0
ENSG00000120860	ENST00000535501	0
ENSG00000120868	ENST00000333991	0
ENSG00000120875	ENST00000240101	0
ENSG00000120885	ENST00000519742	0
ENSG00000120889	ENST00000542226	2
ENSG00000120896	ENST00000240123	0
ENSG00000120899	ENST00000519512	0
ENSG00000120903	ENST00000407991	0
ENSG00000120907	ENST00000380573	0
ENSG00000120910	ENST00000522000	0
ENSG00000120913	ENST00000409141	0
ENSG00000120915	ENST00000521684	1
ENSG00000120925	ENST00000526349	0
ENSG00000120937	ENST00000376468	3
ENSG00000120942	ENST00000483738	0
ENSG00000120948	ENST00000439080	0
ENSG00000120949	ENST00000417814	3
ENSG00000120952	ENST00000240189	10
ENSG00000120963	ENST00000518336	0
ENSG00000120992	ENST00000522007	0
ENSG00000121005	ENST00000517786	0
ENSG00000121022	ENST00000518747	0
ENSG00000121039	ENST00000519380	0
ENSG00000121053	ENST00000225371	3
ENSG00000121057	ENST00000481416	0
ENSG00000121058	ENST00000240316	0
ENSG00000121060	ENST00000537230	0
ENSG00000121064	ENST00000576154	0
ENSG00000121067	ENST00000509869	0
ENSG00000121068	ENST00000240328	0
ENSG00000121073	ENST00000514907	0
ENSG00000121075	ENST00000240335	0
ENSG00000121083	ENST00000240343	0
ENSG00000121101	ENST00000389934	1
ENSG00000121104	ENST00000240364	0
ENSG00000121152	ENST00000435349	0
ENSG00000121207	ENST00000336356	0
ENSG00000121210	ENST00000440693	0
ENSG00000121211	ENST00000504860	0
ENSG00000121236	ENST00000506134	5
ENSG00000121270	ENST00000394748	3
ENSG00000121274	ENST00000436909	0
ENSG00000121281	ENST00000537579	0
ENSG00000121289	ENST00000305768	0
ENSG00000121297	ENST00000240587	0
ENSG00000121310	ENST00000541281	0
ENSG00000121314	ENST00000240615	1
ENSG00000121316	ENST00000541618	0
ENSG00000121318	ENST00000240619	2
ENSG00000121335	ENST00000565533	6
ENSG00000121350	ENST00000545178	0
ENSG00000121351	ENST00000537593	0
ENSG00000121361	ENST00000240662	1
ENSG00000121377	ENST00000240687	1
ENSG00000121381	ENST00000240691	5
ENSG00000121388	ENST00000382988	9
ENSG00000121390	ENST00000427943	0
ENSG00000121406	ENST00000602149	4
ENSG00000121410	ENST00000600966	5
ENSG00000121413	ENST00000433686	5
ENSG00000121417	ENST00000420680	4
ENSG00000121440	ENST00000308537	0
ENSG00000121446	ENST00000542961	2
ENSG00000121454	ENST00000263726	0
ENSG00000121481	ENST00000453650	0
ENSG00000121486	ENST00000367504	0
ENSG00000121542	ENST00000309934	0
ENSG00000121552	ENST00000264474	3
ENSG00000121570	ENST00000495679	4
ENSG00000121577	ENST00000538678	0
ENSG00000121578	ENST00000491906	0
ENSG00000121579	ENST00000478020	0
ENSG00000121594	ENST00000383668	4
ENSG00000121621	ENST00000263181	0
ENSG00000121634	ENST00000369235	0
ENSG00000121644	ENST00000263831	0
ENSG00000121653	ENST00000395629	0
ENSG00000121671	ENST00000443527	0
ENSG00000121680	ENST00000525192	0
ENSG00000121690	ENST00000241051	0
ENSG00000121691	ENST00000241052	0
ENSG00000121716	ENST00000419749	3
ENSG00000121741	ENST00000382883	0
ENSG00000121742	ENST00000356192	0
ENSG00000121743	ENST00000241125	0
ENSG00000121749	ENST00000485960	0
ENSG00000121753	ENST00000527361	0
ENSG00000121766	ENST00000422613	0
ENSG00000121769	ENST00000373713	0
ENSG00000121774	ENST00000327300	0
ENSG00000121775	ENST00000373634	0
ENSG00000121797	ENST00000400882	3
ENSG00000121807	ENST00000292301	0
ENSG00000121848	ENST00000369291	0
ENSG00000121851	ENST00000369313	0
ENSG00000121853	ENST00000241256	0
ENSG00000121858	ENST00000430881	1
ENSG00000121864	ENST00000494234	1
ENSG00000121871	ENST00000497724	0
ENSG00000121879	ENST00000263967	0
ENSG00000121892	ENST00000512643	0
ENSG00000121895	ENST00000344606	3
ENSG00000121897	ENST00000340169	0
ENSG00000121898	ENST00000241305	0
ENSG00000121900	ENST00000329151	0
ENSG00000121904	ENST00000373388	0
ENSG00000121905	ENST00000373467	1
ENSG00000121931	ENST00000369763	1
ENSG00000121933	ENST00000241356	1
ENSG00000121940	ENST00000369968	0
ENSG00000121957	ENST00000264126	0
ENSG00000121964	ENST00000437114	0
ENSG00000121966	ENST00000241393	0
ENSG00000121988	ENST00000536680	0
ENSG00000121989	ENST00000241416	0
ENSG00000122008	ENST00000504026	0
ENSG00000122012	ENST00000502798	0
ENSG00000122025	ENST00000537084	0
ENSG00000122026	ENST00000483765	0
ENSG00000122033	ENST00000431572	1
ENSG00000122034	ENST00000439403	1
ENSG00000122035	ENST00000241463	0
ENSG00000122042	ENST00000380680	0
ENSG00000122068	ENST00000428395	2
ENSG00000122085	ENST00000424798	0
ENSG00000122121	ENST00000371106	0
ENSG00000122122	ENST00000356892	0
ENSG00000122126	ENST00000371113	0
ENSG00000122133	ENST00000454923	6
ENSG00000122140	ENST00000241600	0
ENSG00000122145	ENST00000373296	1
ENSG00000122176	ENST00000354955	0
ENSG00000122180	ENST00000241651	0
ENSG00000122188	ENST00000442561	3
ENSG00000122194	ENST00000418964	0
ENSG00000122203	ENST00000504688	0
ENSG00000122218	ENST00000368069	0
ENSG00000122223	ENST00000368034	3
ENSG00000122224	ENST00000368041	3
ENSG00000122254	ENST00000261374	0
ENSG00000122257	ENST00000348022	0
ENSG00000122299	ENST00000576018	0
ENSG00000122304	ENST00000241808	5
ENSG00000122335	ENST00000367102	0
ENSG00000122359	ENST00000537102	0
ENSG00000122367	ENST00000542786	0
ENSG00000122375	ENST00000372071	0
ENSG00000122376	ENST00000437629	0
ENSG00000122378	ENST00000372181	0
ENSG00000122386	ENST00000570935	3
ENSG00000122390	ENST00000573345	0
ENSG00000122406	ENST00000315741	0
ENSG00000122417	ENST00000317336	1
ENSG00000122420	ENST00000370758	1
ENSG00000122435	ENST00000370139	0
ENSG00000122477	ENST00000370137	0
ENSG00000122481	ENST00000429514	1
ENSG00000122482	ENST00000337393	0
ENSG00000122483	ENST00000481180	1
ENSG00000122484	ENST00000370343	0
ENSG00000122490	ENST00000409073	0
ENSG00000122497	ENST00000369219	13
ENSG00000122507	ENST00000434373	0
ENSG00000122512	ENST00000441476	0
ENSG00000122515	ENST00000441627	0
ENSG00000122543	ENST00000242104	11
ENSG00000122545	ENST00000469679	0
ENSG00000122547	ENST00000534978	0
ENSG00000122548	ENST00000242109	1
ENSG00000122550	ENST00000322231	0
ENSG00000122557	ENST00000311350	0
ENSG00000122565	ENST00000409747	0
ENSG00000122566	ENST00000356674	1
ENSG00000122574	ENST00000409290	2
ENSG00000122584	ENST00000405863	0
ENSG00000122585	ENST00000405982	0
ENSG00000122591	ENST00000409763	0
ENSG00000122592	ENST00000242159	0
ENSG00000122641	ENST00000442711	0
ENSG00000122642	ENST00000490776	1
ENSG00000122643	ENST00000381626	1
ENSG00000122644	ENST00000396663	1
ENSG00000122674	ENST00000537980	0
ENSG00000122678	ENST00000418926	0
ENSG00000122679	ENST00000242249	0
ENSG00000122687	ENST00000440306	0
ENSG00000122691	ENST00000443687	0
ENSG00000122692	ENST00000397149	0
ENSG00000122694	ENST00000396613	0
ENSG00000122696	ENST00000380590	0
ENSG00000122705	ENST00000540080	0
ENSG00000122707	ENST00000377966	0
ENSG00000122711	ENST00000379725	5
ENSG00000122718	ENST00000341959	5
ENSG00000122728	ENST00000242310	9
ENSG00000122729	ENST00000309951	0
ENSG00000122733	ENST00000544237	0
ENSG00000122735	ENST00000470169	0
ENSG00000122741	ENST00000242323	0
ENSG00000122756	ENST00000351266	0
ENSG00000122778	ENST00000242365	0
ENSG00000122779	ENST00000415680	1
ENSG00000122783	ENST00000483029	4
ENSG00000122786	ENST00000443197	0
ENSG00000122787	ENST00000242375	0
ENSG00000122824	ENST00000356450	5
ENSG00000122852	ENST00000372313	2
ENSG00000122859	ENST00000242462	1
ENSG00000122861	ENST00000481390	3
ENSG00000122862	ENST00000242465	3
ENSG00000122863	ENST00000373115	0
ENSG00000122870	ENST00000373886	0
ENSG00000122873	ENST00000333926	1
ENSG00000122877	ENST00000242480	0
ENSG00000122882	ENST00000454759	0
ENSG00000122884	ENST00000440381	0
ENSG00000122912	ENST00000539557	0
ENSG00000122952	ENST00000489649	3
ENSG00000122958	ENST00000541711	0
ENSG00000122965	ENST00000552384	0
ENSG00000122966	ENST00000546026	0
ENSG00000122970	ENST00000551273	0
ENSG00000122971	ENST00000411593	0
ENSG00000122986	ENST00000547887	0
ENSG00000123064	ENST00000552375	0
ENSG00000123066	ENST00000548743	0
ENSG00000123080	ENST00000262662	1
ENSG00000123091	ENST00000242719	0
ENSG00000123094	ENST00000541490	0
ENSG00000123095	ENST00000242728	0
ENSG00000123096	ENST00000538142	0
ENSG00000123104	ENST00000242737	0
ENSG00000123106	ENST00000545737	2
ENSG00000123119	ENST00000417640	0
ENSG00000123124	ENST00000341922	0
ENSG00000123130	ENST00000492081	0
ENSG00000123131	ENST00000379349	0
ENSG00000123136	ENST00000590239	0
ENSG00000123143	ENST00000586237	0
ENSG00000123144	ENST00000588213	0
ENSG00000123146	ENST00000357355	0
ENSG00000123154	ENST00000425834	0
ENSG00000123159	ENST00000591349	0
ENSG00000123165	ENST00000371124	5
ENSG00000123171	ENST00000242819	3
ENSG00000123178	ENST00000361840	0
ENSG00000123179	ENST00000378282	1
ENSG00000123191	ENST00000542656	1
ENSG00000123200	ENST00000378921	0
ENSG00000123213	ENST00000509935	0
ENSG00000123219	ENST00000242872	0
ENSG00000123240	ENST00000378748	0
ENSG00000123243	ENST00000397145	0
ENSG00000123268	ENST00000539132	0
ENSG00000123297	ENST00000350762	0
ENSG00000123307	ENST00000242994	0
ENSG00000123329	ENST00000550130	0
ENSG00000123338	ENST00000545638	0
ENSG00000123342	ENST00000552763	0
ENSG00000123349	ENST00000549759	0
ENSG00000123352	ENST00000553127	0
ENSG00000123353	ENST00000548974	1
ENSG00000123358	ENST00000550582	1
ENSG00000123360	ENST00000550620	0
ENSG00000123364	ENST00000243056	0
ENSG00000123374	ENST00000354056	0
ENSG00000123384	ENST00000555124	0
ENSG00000123388	ENST00000546378	5
ENSG00000123395	ENST00000548915	0
ENSG00000123405	ENST00000553070	0
ENSG00000123407	ENST00000243103	0
ENSG00000123411	ENST00000262032	0
ENSG00000123415	ENST00000243112	0
ENSG00000123416	ENST00000552984	0
ENSG00000123427	ENST00000333012	1
ENSG00000123444	ENST00000395288	0
ENSG00000123453	ENST00000298628	0
ENSG00000123454	ENST00000263611	0
ENSG00000123472	ENST00000542495	1
ENSG00000123473	ENST00000436811	1
ENSG00000123485	ENST00000441687	5
ENSG00000123496	ENST00000371936	4
ENSG00000123500	ENST00000243222	0
ENSG00000123505	ENST00000368877	0
ENSG00000123545	ENST00000316149	1
ENSG00000123552	ENST00000539675	0
ENSG00000123560	ENST00000418604	1
ENSG00000123561	ENST00000327674	5
ENSG00000123562	ENST00000433176	5
ENSG00000123569	ENST00000217926	5
ENSG00000123570	ENST00000243298	1
ENSG00000123572	ENST00000540278	2
ENSG00000123575	ENST00000493442	0
ENSG00000123576	ENST00000372588	2
ENSG00000123584	ENST00000243314	5
ENSG00000123594	ENST00000380622	8
ENSG00000123595	ENST00000464506	0
ENSG00000123600	ENST00000392604	0
ENSG00000123607	ENST00000536175	0
ENSG00000123609	ENST00000243346	3
ENSG00000123610	ENST00000243347	0
ENSG00000123612	ENST00000243349	0
ENSG00000123636	ENST00000441143	0
ENSG00000123643	ENST00000522185	0
ENSG00000123684	ENST00000366996	0
ENSG00000123685	ENST00000243440	1
ENSG00000123689	ENST00000367029	0
ENSG00000123700	ENST00000535240	0
ENSG00000123728	ENST00000342983	0
ENSG00000123737	ENST00000243498	0
ENSG00000123739	ENST00000243501	0
ENSG00000123810	ENST00000243578	0
ENSG00000123815	ENST00000601304	0
ENSG00000123836	ENST00000541914	0
ENSG00000123838	ENST00000367070	3
ENSG00000123843	ENST00000367078	3
ENSG00000123892	ENST00000243662	0
ENSG00000123901	ENST00000539203	0
ENSG00000123908	ENST00000524328	0
ENSG00000123933	ENST00000337190	0
ENSG00000123975	ENST00000314355	1
ENSG00000123977	ENST00000373666	0
ENSG00000123983	ENST00000407441	0
ENSG00000123989	ENST00000535926	1
ENSG00000123992	ENST00000521459	0
ENSG00000123999	ENST00000243786	1
ENSG00000124003	ENST00000446656	1
ENSG00000124006	ENST00000265318	0
ENSG00000124019	ENST00000243806	0
ENSG00000124067	ENST00000576377	2
ENSG00000124074	ENST00000602415	0
ENSG00000124089	ENST00000243911	0
ENSG00000124091	ENST00000243913	0
ENSG00000124092	ENST00000429804	1
ENSG00000124098	ENST00000371384	0
ENSG00000124102	ENST00000243924	3
ENSG00000124103	ENST00000371328	3
ENSG00000124104	ENST00000372541	0
ENSG00000124107	ENST00000338380	3
ENSG00000124116	ENST00000337205	3
ENSG00000124120	ENST00000456317	0
ENSG00000124126	ENST00000482556	1
ENSG00000124134	ENST00000306117	0
ENSG00000124140	ENST00000539566	0
ENSG00000124143	ENST00000243967	0
ENSG00000124145	ENST00000537976	2
ENSG00000124151	ENST00000341724	0
ENSG00000124155	ENST00000545755	0
ENSG00000124157	ENST00000372769	5
ENSG00000124159	ENST00000372751	0
ENSG00000124160	ENST00000290231	0
ENSG00000124164	ENST00000520497	0
ENSG00000124171	ENST00000396039	1
ENSG00000124172	ENST00000395663	1
ENSG00000124177	ENST00000440697	0
ENSG00000124181	ENST00000373272	0
ENSG00000124191	ENST00000435864	0
ENSG00000124193	ENST00000483871	0
ENSG00000124194	ENST00000537864	0
ENSG00000124196	ENST00000373005	5
ENSG00000124198	ENST00000371917	1
ENSG00000124201	ENST00000371754	0
ENSG00000124203	ENST00000371030	1
ENSG00000124205	ENST00000395654	0
ENSG00000124207	ENST00000542325	0
ENSG00000124208	ENST00000341698	0
ENSG00000124209	ENST00000244040	0
ENSG00000124212	ENST00000244043	0
ENSG00000124214	ENST00000371828	0
ENSG00000124215	ENST00000370991	1
ENSG00000124216	ENST00000244050	1
ENSG00000124217	ENST00000244051	0
ENSG00000124222	ENST00000467096	0
ENSG00000124224	ENST00000244070	0
ENSG00000124225	ENST00000265626	0
ENSG00000124226	ENST00000244061	1
ENSG00000124227	ENST00000457363	2
ENSG00000124228	ENST00000371764	0
ENSG00000124232	ENST00000372743	0
ENSG00000124233	ENST00000244069	5
ENSG00000124237	ENST00000371168	2
