paralog_pair,PC9_GI_score_rank,PC9_GI_score,PC9_GI_fdr,HeLa_GI_score_rank,HeLa_GI_score,HeLa_GI_fdr,target1,target2,target1_ensembl_id,target1_chr,target1_start_pos,target2_ensembl_id,target2_hgnc_symbol,target2_chr,target2_start_pos,PC9_target1_TPM,PC9_target2_TPM,PC9_target1_essential,PC9_target2_essential,PC9_target1_cn,PC9_target2_cn,PC9_DKO_expected_CS,PC9_DKO_observed_CS,PC9_GI_pval,HeLa_target1_TPM,HeLa_target2_TPM,HeLa_target1_cn,HeLa_target2_cn,HeLa_DKO_expected_CS,HeLa_DKO_observed_CS,HeLa_GI_pval,PC9_GI_flag,HeLa_GI_flag,GI_flag,same_chr,same_chr_dist,proximity
ERLIN2|ERLIN1,972,0.388913756,0.184463667,766,0.078287011,0.774343749,ERLIN2,ERLIN1,ENSG00000147475,8,37736601,ENSG00000107566,ERLIN1,10,100150094,23.803,27.999,FALSE,FALSE,1.697902304,1.667483926,-0.696401135,-0.161754292,0.052473645,26.17789556,34.07342483,1.901125531,1.868140228,0.204889737,0.274394887,0.624737529,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
ZMIZ2|ZMIZ1,247,-0.244581239,0.185317563,246,-0.211426067,0.171067477,ZMIZ2,ZMIZ1,ENSG00000122515,7,44748581,ENSG00000108175,ZMIZ1,10,79068966,26.682,8.364,FALSE,FALSE,2.652323303,2.466947256,-0.780274121,-0.863904522,0.05289647,19.26611348,6.502952095,2.09232336,1.818696141,-0.22237445,-0.390507234,0.040626981,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
KCTD15|KCTD1,877,0.250311615,0.186383081,725,0.05346616,0.758973717,KCTD15,KCTD1,ENSG00000153885,19,33795933,ENSG00000134504,KCTD1,18,26454910,10.456,11.515,FALSE,FALSE,1.975699639,1.67699543,-0.874558087,-0.446188934,0.053381562,12.58429826,6.643487405,1.82805586,1.870128272,0.245771204,0.285472851,0.599073429,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
PTPN14|PTPN21,918,0.307468372,0.186887929,933,0.227089689,0.024633836,PTPN14,PTPN21,ENSG00000152104,1,214348700,ENSG00000070778,PTPN21,14,88465778,1.195,1.765,FALSE,FALSE,2.029110572,1.651859071,-0.296844139,0.083862476,0.053707599,10.54014829,1.852510911,2.088393315,1.883315051,-0.195437141,0.0716627,0.001434981,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
EMX2|EMX1,781,0.164642563,0.188895858,560,-0.032637917,0.790801877,EMX2,EMX1,ENSG00000170370,10,117542445,ENSG00000135638,EMX1,2,72916260,0,0.312,FALSE,FALSE,1.69676159,2.161025774,-0.576016266,-0.287483013,0.054468029,0,0,1.868140228,1.86154616,0.110532415,0.080612948,0.654139029,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
RUNDC3B|RUNDC3A,230,-0.266660048,0.19164065,628,0.001975462,0.997698676,RUNDC3B,RUNDC3A,ENSG00000105784,7,87627548,ENSG00000108309,RUNDC3A,17,44308413,0.163,0.272,FALSE,FALSE,2.00412091,2.0024102,-0.045281606,-0.284346429,0.055808113,0.8559878,0.217190934,2.151408685,2.116358191,-0.350589402,-0.289693763,0.997698676,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
PRMT8|PRMT1,34,-0.876324531,0.19164065,426,-0.099972836,0.704069853,PRMT8,PRMT1,ENSG00000111218,12,3381349,ENSG00000126457,PRMT1,19,49675786,0,367.22,FALSE,TRUE,2.251016658,2.374458169,-2.259503305,-2.70648853,0.055900059,0,354.2767418,2.070659697,1.828457733,-1.371754233,-1.288346879,0.517457164,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
EFHD2|EFHD1,850,0.22463121,0.19164065,891,0.175952469,0.119446902,EFHD2,EFHD1,ENSG00000142634,1,15409888,ENSG00000115468,EFHD1,2,232606057,58.632,9.668,FALSE,FALSE,1.691197067,2.014810253,-0.588737369,-0.237907377,0.056004084,69.62885838,6.030242414,2.10030234,1.887242267,-0.346576685,-0.112193111,0.022961637,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
GPSM2|GPSM1,256,-0.236924105,0.19164065,222,-0.237375373,0.224973567,GPSM2,GPSM1,ENSG00000121957,1,108875350,ENSG00000160360,GPSM1,9,136327476,61.117,1.684,FALSE,FALSE,2.713670811,2.012537963,-1.031975085,-1.062280218,0.056035498,49.04682336,10.66790766,2.102822036,2.554660968,-1.229726495,-1.30103208,0.067928912,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
JAG2|JAG1,932,0.32196311,0.19164065,410,-0.106813778,0.474443569,JAG2,JAG1,ENSG00000184916,14,105140982,ENSG00000101384,JAG1,20,10637684,5.961,6.993,FALSE,FALSE,2.006194354,2.070746529,-0.13313375,0.232364308,0.056249633,6.975661776,2.171909344,1.836594257,1.569473258,0.063585473,-0.034787941,0.269004898,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
SYT4|SYT11,216,-0.282328253,0.19164065,449,-0.089377776,0.757505988,SYT4,SYT11,ENSG00000132872,18,43267892,ENSG00000132718,SYT11,1,155859567,0,0.109,FALSE,FALSE,1.67699543,2.007571346,0.232435167,-0.072686252,0.056375842,0.306622496,0.127759373,1.870128272,2.071105064,-0.134090692,-0.190935248,0.597045427,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
TOMM40L|TOMM40,185,-0.319635851,0.193362426,379,-0.122302195,0.240282011,TOMM40L,TOMM40,ENSG00000158882,1,161225939,ENSG00000130204,TOMM40,19,44890569,4.644,128.549,FALSE,TRUE,2.007571346,2.374458169,-1.742773288,-1.726824323,0.057155647,13.93854761,168.0930073,2.071105064,1.828457733,-0.93662942,-0.928584626,0.078613241,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
NAA11|NAA10,77,-0.596264563,0.193362426,81,-0.521265915,0.329169153,NAA11,NAA10,ENSG00000156269,4,79225694,ENSG00000102030,NAA10,X,153929225,0,92.24,FALSE,TRUE,1.72224339,1.712423495,-1.638055176,-1.917734773,0.057609705,0,127.8871326,1.843289561,1.880869374,-1.344296777,-1.685529029,0.135822223,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
PRPF40B|PRPF40A,68,-0.619382041,0.193362426,114,-0.413403779,0.177961688,PRPF40B,PRPF40A,ENSG00000110844,12,49568218,ENSG00000196504,PRPF40A,2,152651593,3.843,73.705,FALSE,TRUE,2.010152424,2.040795767,-1.103796091,-1.503528096,0.057840732,3.743349634,90.56861965,2.130217161,1.809610553,-1.719923174,-1.907511782,0.044023788,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
ARHGAP10|ARHGAP26,904,0.284789915,0.193362426,591,-0.016503498,0.942144097,ARHGAP10,ARHGAP26,ENSG00000071205,4,147732063,ENSG00000145819,ARHGAP26,5,142770377,9.288,6.124,FALSE,FALSE,1.771014555,2.024578838,-0.475597496,-0.085136677,0.057987528,7.882753325,1.290369669,1.836942259,2.153805464,-0.563186164,-0.494858099,0.900237201,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
MPP2|MPP6,259,-0.229526268,0.193362426,619,-0.005250274,0.960769785,MPP2,MPP6,ENSG00000108852,17,43875357,ENSG00000105926,MPP6,7,24573268,2.363,15.412,FALSE,FALSE,2.0024102,2.652323303,-0.298432733,-0.454432527,0.058086117,6.132449913,13.12088763,2.116358191,2.137526378,-0.96666631,-0.837908686,0.94376013,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
SEMA5B|SEMA5A,959,0.360994799,0.193362426,837,0.120630022,0.357947031,SEMA5B,SEMA5A,ENSG00000082684,3,122909082,ENSG00000112902,SEMA5A,5,9035033,0.557,0.991,FALSE,FALSE,1.816174759,2.950120132,-0.223608565,0.197336757,0.058087581,0,0.33217437,1.836304366,4.240912342,-0.236747189,-0.071072128,0.157079668,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
PPP1R14C|PPP1R14B,812,0.188640055,0.193362426,577,-0.023901662,0.781664595,PPP1R14C,PPP1R14B,ENSG00000198729,6,150143044,ENSG00000173457,PPP1R14B,11,64244479,13.321,482.665,FALSE,FALSE,1.748728201,2.32861398,-0.27453083,-0.016701016,0.058196458,0,618.4959015,1.865556559,2.128025749,-0.637441421,-0.567461258,0.638232936,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
FN3KRP|FN3K,933,0.322683283,0.193956455,743,0.067159993,0.663703819,FN3KRP,FN3K,ENSG00000141560,17,82716706,ENSG00000167363,FN3K,17,82735615,17.937,1.887,FALSE,FALSE,1.681643353,1.681643353,0.092396723,0.417695142,0.058563551,17.65634537,4.024420255,2.085981856,2.085981856,-0.223013055,-0.112481946,0.472325145,neither_in_PC9,neither_in_HeLa,neither,TRUE,18909,less_than_1Mb
HSD3B2|HSD3B1,962,0.36448557,0.194062411,986,0.309396922,0.023946446,HSD3B2,HSD3B1,ENSG00000203859,1,119414931,ENSG00000203857,HSD3B1,1,119507198,0,4.291,FALSE,FALSE,2.713670811,2.713670811,-1.128009145,-0.53948037,0.058783954,0.242742809,0,2.247119749,2.247119749,-0.292010978,0.069166557,0.00137169,neither_in_PC9,buffering_in_HeLa,buffering,TRUE,92267,less_than_1Mb
IL1RAPL2|IL1RAPL1,942,0.337839753,0.19473863,326,-0.151012518,0.394061402,IL1RAPL2,IL1RAPL1,ENSG00000189108,X,104566199,ENSG00000169306,IL1RAPL1,X,28587446,1.032,0,FALSE,FALSE,1.743411031,1.650759332,-0.307581345,0.105444788,0.059337612,0,0,1.870490223,1.881602365,0.451089759,0.261288414,0.189473857,neither_in_PC9,neither_in_HeLa,neither,TRUE,75978753,greater_than_1Mb
NDUFA4L2|NDUFA4,956,0.352490181,0.19473863,740,0.06580332,0.435175493,NDUFA4L2,NDUFA4,ENSG00000185633,12,57234903,ENSG00000189043,NDUFA4,7,10931943,0.516,626.694,FALSE,TRUE,2.010152424,2.371020364,-0.822234486,-0.30118026,0.059366922,0.574917179,818.4648724,1.854468966,2.135163416,-0.597815847,-0.442960283,0.228572759,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
NR5A2|NR5A1,276,-0.216111632,0.198085683,180,-0.278434617,0.232186283,NR5A2,NR5A1,ENSG00000116833,1,200027614,ENSG00000136931,NR5A1,9,124481236,2.444,0.177,FALSE,FALSE,2.029110572,2.084513491,-0.134945801,-0.30719371,0.060579602,0.753780302,0.204414997,2.10297493,2.592948914,-0.628031549,-0.81373122,0.07123385,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
CLVS2|CLVS1,62,-0.661150911,0.199168725,590,-0.016621932,0.942144097,CLVS2,CLVS1,ENSG00000146352,6,122996235,ENSG00000177182,CLVS1,8,61057158,0,0.516,FALSE,FALSE,2.627181295,1.68846251,-0.013377555,-0.652721849,0.061104191,0,0.549365305,1.884724389,1.86609669,-0.020496952,-0.018430519,0.898438791,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
MYO7B|MYO7A,330,-0.177952882,0.204175755,853,0.136193097,0.3201237,MYO7B,MYO7A,ENSG00000169994,2,127535802,ENSG00000137474,MYO7A,11,77128246,0,0.76,FALSE,FALSE,2.590906446,2.32861398,-1.214706488,-1.152885968,0.062838558,0,0.166087185,1.902125466,2.128025749,-0.807844595,-0.55700086,0.128671079,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
PRKAA2|PRKAA1,947,0.344911543,0.20437967,453,-0.086439519,0.551016981,PRKAA2,PRKAA1,ENSG00000162409,1,56645314,ENSG00000132356,PRKAA1,5,40759379,4.739,43.316,FALSE,FALSE,2.055269143,2.689363751,-0.666960174,-0.181657255,0.063127783,9.364762054,82.14927696,2.133826584,3.844154821,0.202004296,0.107134594,0.34822263,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
XCL2|XCL1,106,-0.489603679,0.20437967,438,-0.097355658,0.70956997,XCL2,XCL1,ENSG00000143185,1,168540768,ENSG00000143184,XCL1,1,168576605,0,0,FALSE,FALSE,2.007571346,2.007571346,-0.106149246,-0.557113994,0.06329817,0,0,2.077957277,2.077957277,0.004922928,-0.07684255,0.527010706,neither_in_PC9,neither_in_HeLa,neither,TRUE,35837,less_than_1Mb
LGR6|LGR5,151,-0.38278441,0.205903425,958,0.258026703,0.014642182,LGR6,LGR5,ENSG00000133067,1,202193901,ENSG00000139292,LGR5,12,71439798,1.195,0,FALSE,FALSE,2.029110572,2.010152424,0.346072567,-0.080123158,0.063969996,0.319398433,0.293846558,NA,1.869947353,-0.275390037,0.032391511,6.35E-04,neither_in_PC9,buffering_in_HeLa,buffering,FALSE,NA,diff_chr
SLC20A2|SLC20A1,94,-0.517917999,0.20632562,22,-1.019756611,0.070542161,SLC20A2,SLC20A1,ENSG00000168575,8,42416475,ENSG00000144136,SLC20A1,2,112645939,17.679,51.178,FALSE,FALSE,1.697902304,2.04692856,-0.342208507,-0.778657441,0.06430148,14.32182573,24.84919808,1.85731661,1.902125466,-1.598631801,-2.407356286,0.010204643,neither_in_PC9,SL_in_HeLa,synthetic_lethal,FALSE,NA,diff_chr
MID2|MID1,237,-0.254639511,0.206652201,518,-0.054335711,0.791190619,MID2,MID1,ENSG00000080561,X,107825755,ENSG00000101871,MID1,X,10445310,3.897,8.134,FALSE,FALSE,2.119908605,1.650759332,-0.124978772,-0.337562959,0.064603892,0.14053531,16.74925382,1.870490223,1.881602365,-0.061473337,-0.092126463,0.655228736,neither_in_PC9,neither_in_HeLa,neither,TRUE,97380445,greater_than_1Mb
DUSP21|DUSP18,267,-0.223314323,0.20721919,796,0.095242636,0.521601683,DUSP21,DUSP18,ENSG00000189037,X,44844021,ENSG00000167065,DUSP18,22,30652051,0,4.372,FALSE,FALSE,1.367818258,2.381183496,0.411230181,0.132682472,0.064982329,0,1.277593732,1.881602365,1.850038447,-0.430424758,-0.266531576,0.319037923,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
IGFL3|IGFL2,930,0.320737305,0.208017655,747,0.068556732,0.730017581,IGFL3,IGFL2,ENSG00000188624,19,46120067,ENSG00000204866,IGFL2,19,46143106,0.407,0.991,FALSE,FALSE,2.374458169,2.374458169,-1.322769571,-0.742652107,0.065526138,0.127759373,1.878062786,1.828457733,1.828457733,0.381990209,0.420179996,0.557790132,neither_in_PC9,neither_in_HeLa,neither,TRUE,23039,less_than_1Mb
ZCCHC12|ZCCHC18,802,0.179923906,0.208017655,867,0.153132528,0.177961688,ZCCHC12,ZCCHC18,ENSG00000174460,X,118823824,ENSG00000166707,ZCCHC18,X,104112131,0.027,0.285,FALSE,FALSE,2.119908605,1.743411031,-0.470482214,-0.185815511,0.065727474,0.038327812,0.396054057,1.870490223,1.870490223,-0.273926129,-0.071217177,0.043994999,neither_in_PC9,neither_in_HeLa,neither,TRUE,14711693,greater_than_1Mb
EXOC6B|EXOC6,170,-0.342918541,0.208017655,151,-0.322054933,0.023946446,EXOC6B,EXOC6,ENSG00000144036,2,72175984,ENSG00000138190,EXOC6,10,92826831,8.066,16.675,FALSE,FALSE,2.161025774,1.667483926,0.124239448,-0.221841438,0.065838598,6.272985223,8.355463006,1.86154616,1.890075733,0.296052373,-0.045895364,0.001331339,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
DYNLRB2|DYNLRB1,221,-0.271690817,0.208496453,321,-0.154470125,0.627186974,DYNLRB2,DYNLRB1,ENSG00000168589,16,80540734,ENSG00000125971,DYNLRB1,20,34516409,0,156.168,FALSE,TRUE,2.042583548,2.070746529,-1.638099332,-1.593197172,0.066192563,0.804884051,210.0747373,1.845924024,NA,-2.425956862,-2.268560123,0.431723849,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
TNFAIP8L2|TNFAIP8L1,269,-0.222150104,0.210141133,852,0.133020731,0.209220398,TNFAIP8L2,TNFAIP8L1,ENSG00000163154,1,151156649,ENSG00000185361,TNFAIP8L1,19,4639516,0,0.978,FALSE,FALSE,2.007571346,1.324116641,-0.120186975,-0.301151169,0.06691873,0,2.746826523,2.119069781,1.792894047,-0.466092409,-0.260073944,0.061112834,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
PSMB5|PSMB8,67,-0.636385077,0.210646128,668,0.023886036,0.964506979,PSMB5,PSMB8,ENSG00000100804,14,23016543,ENSG00000204264,PSMB8,6,32840717,221.236,70.459,TRUE,FALSE,1.676546968,1.991240473,-2.557950054,-2.710846227,0.067284054,315.7317389,1.57144029,1.834682831,1.843055783,-1.404597984,-1.193328747,0.951397175,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
FAM133B|FAM133A,909,0.289806723,0.21189997,162,-0.299537186,0.264471154,FAM133B,FAM133A,ENSG00000234545,7,92560758,ENSG00000179083,FAM133A,X,93674013,35.956,0.665,TRUE,FALSE,2.00412091,1.743411031,-0.4989306,-0.099219459,0.067890282,33.43462796,0.33217437,2.153085907,1.870490223,-0.553744433,-0.769600819,0.094490665,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
RNF113B|RNF113A,126,-0.442896591,0.212228331,1024,0.541452518,0.035461408,RNF113B,RNF113A,ENSG00000139797,13,98175785,ENSG00000125352,RNF113A,X,119870475,0,56.813,FALSE,TRUE,2.340326054,2.119908605,-1.281186193,-1.472247433,0.068312941,0,30.50893832,2.154685532,1.870490223,-1.985303195,-1.185690873,0.003270712,neither_in_PC9,buffering_in_HeLa,buffering,FALSE,NA,diff_chr
UCHL3|UCHL1,294,-0.201536512,0.212228331,340,-0.142078661,0.420764187,UCHL3,UCHL1,ENSG00000118939,13,75549480,ENSG00000154277,UCHL1,4,41256413,117.536,1419.699,FALSE,FALSE,2.028496582,1.983637062,0.091616207,-0.107163553,0.06849111,101.7858926,4.854856181,2.154685532,1.878186949,-0.536742399,-0.597212475,0.212704237,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
ACVR2A|ACVR2B,150,-0.385505293,0.212228331,676,0.027923421,0.925817151,ACVR2A,ACVR2B,ENSG00000121989,2,147844517,ENSG00000114739,ACVR2B,3,38453890,2.105,1.086,FALSE,FALSE,1.679318477,1.984185386,-0.20999316,-0.538018283,0.068613626,2.337996529,2.28689278,1.838917008,2.115430017,-0.996049768,-0.83053718,0.859302132,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
CLTCL1|CLTC,57,-0.699083819,0.212239336,1018,0.480830137,0.231389044,CLTCL1,CLTC,ENSG00000070371,22,19179473,ENSG00000141367,CLTC,17,59619689,2.037,110.313,FALSE,TRUE,1.654369313,2.040078197,-1.836330946,-2.182855029,0.068823241,3.436727139,100.1761245,1.841071293,2.097636225,-2.002530455,-1.261440848,0.070764611,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
RASSF4|RASSF2,239,-0.252163411,0.213183517,489,-0.072411618,0.745610819,RASSF4,RASSF2,ENSG00000107551,10,44959407,ENSG00000101265,RASSF2,20,4780023,3.653,1.29,FALSE,FALSE,2.370063727,2.070746529,-0.096971615,-0.312161266,0.069432817,1.724751538,0.344950308,1.862502175,1.569473258,0.283494295,0.192720458,0.577940285,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
PURB|PURA,286,-0.204316998,0.213183517,134,-0.359994443,0.135443754,PURB,PURA,ENSG00000146676,7,44876299,ENSG00000185129,PURA,5,140107777,5.662,5.825,FALSE,FALSE,2.652323303,2.024578838,-0.386306686,-0.501153531,0.069773586,6.298537098,9.390313929,2.09232336,2.123188446,-0.469526865,-0.756104982,0.02722025,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
AMPD1|AMPD3,160,-0.369514236,0.213183517,592,-0.0163127,0.923054288,AMPD1,AMPD3,ENSG00000116748,1,114673090,ENSG00000133805,AMPD3,11,10308313,0,4.97,FALSE,FALSE,2.713670811,1.845960379,-0.719577588,-0.939153647,0.069858295,0.19163906,1.43090498,2.102822036,2.126619228,-0.454922333,-0.399598714,0.854049259,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
ZYG11B|ZYG11A,838,0.210698017,0.213183517,585,-0.019886163,0.88561284,ZYG11B,ZYG11A,ENSG00000162378,1,52726453,ENSG00000203995,ZYG11A,1,52842511,4.44,3.802,FALSE,FALSE,2.055269143,2.055269143,-0.874138877,-0.485459383,0.069957309,3.743349634,8.904828311,2.09232336,2.09232336,-0.106360131,-0.097092887,0.791892646,neither_in_PC9,neither_in_HeLa,neither,TRUE,116058,less_than_1Mb
HEATR5B|HEATR5A,991,0.449322139,0.213956668,818,0.10703967,0.784674215,HEATR5B,HEATR5A,ENSG00000008869,2,36968383,ENSG00000129493,HEATR5A,14,31291788,8.745,11.297,FALSE,FALSE,2.194032413,1.676546968,-0.808127884,-0.192801174,0.070645114,5.966362728,19.58551191,1.86154616,1.897510051,-0.807246569,-0.585629148,0.641452125,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
HMGCS2|HMGCS1,140,-0.410104735,0.213956668,129,-0.36420577,0.738226467,HMGCS2,HMGCS1,ENSG00000134240,1,119748002,ENSG00000112972,HMGCS1,5,43287470,0.19,175.164,FALSE,TRUE,2.713670811,3.358474496,-3.058842084,-2.894577039,0.070870388,0,85.26660566,2.247119749,NA,-2.797642093,-2.804679843,0.568092683,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
LRBA|NBEA,869,0.243858806,0.213956668,723,0.053137854,0.757505988,LRBA,NBEA,ENSG00000198589,4,150264435,ENSG00000172915,NBEA,13,34942287,14.936,3.463,FALSE,FALSE,1.771014555,2.065271375,-0.169573443,0.124431858,0.07094458,11.37058421,1.558664353,1.836942259,1.81988871,-0.550608684,-0.414172216,0.597179478,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
DDR2|DDR1,881,0.25594611,0.213956668,466,-0.078484684,0.53278833,DDR2,DDR1,ENSG00000162733,1,162631373,ENSG00000204580,DDR1,6,30876421,0.299,55.414,FALSE,FALSE,2.007571346,1.991240473,-0.709554474,-0.305488761,0.071200132,0.52381343,20.97808908,2.071105064,1.87575547,0.07444488,0.003077011,0.330018403,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
PRKCD|PRKCQ,823,0.194985315,0.213956668,380,-0.122250263,0.383584739,PRKCD,PRKCQ,ENSG00000163932,3,53156009,ENSG00000065675,PRKCQ,10,6427143,24.917,1.887,FALSE,FALSE,1.984185386,1.75927952,-0.359057482,-0.079546056,0.071249648,7.601682704,0.19163906,2.108185964,1.862502175,-0.289703683,-0.360454547,0.182109648,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
ABTB2|BTBD11,849,0.224218416,0.214618175,194,-0.269393084,0.029516459,ABTB2,BTBD11,ENSG00000166016,11,34150987,ENSG00000151136,BTBD11,12,107318421,9.505,5.119,FALSE,FALSE,2.414449824,1.995388069,0.097537834,0.323438594,0.071724878,2.900137771,0,2.140131317,1.869947353,0.118349074,-0.149278258,0.002263884,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
MSI2|MSI1,916,0.302574299,0.214618175,707,0.046337031,0.781272389,MSI2,MSI1,ENSG00000153944,17,57255851,ENSG00000135097,MSI1,12,120341330,10.184,0.136,FALSE,FALSE,2.040078197,1.952614887,-0.48475282,-0.074846493,0.07188667,31.5310133,0.127759373,2.097636225,1.853817714,-0.391583901,-0.281330265,0.636376921,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
SIDT2|SIDT1,880,0.255025605,0.215956129,249,-0.207655277,0.046372989,SIDT2,SIDT1,ENSG00000149577,11,117178736,ENSG00000072858,SIDT1,3,113532296,5.784,0.394,FALSE,FALSE,2.593353083,1.816174759,-0.177769847,0.128889392,0.072747925,3.922212757,0,1.569433786,1.841537811,0.285036074,0.058830665,0.005285627,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
NCKAP1L|NCKAP1,833,0.205230271,0.215956129,754,0.071292916,0.770087868,NCKAP1L,NCKAP1,ENSG00000123338,12,54497752,ENSG00000061676,NCKAP1,2,182909115,0,153.058,FALSE,TRUE,2.010152424,2.885771664,-1.080652152,-0.659971036,0.072754152,0.114983436,78.38037545,2.136816973,1.861665604,-0.995216613,-0.786436075,0.620197121,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
GALNT1|GALNT13,974,0.390723306,0.216657566,849,0.132180599,0.469266763,GALNT1,GALNT13,ENSG00000141429,18,35581117,ENSG00000144278,GALNT13,2,153871922,99.586,5.133,FALSE,FALSE,1.67699543,1.689001009,-0.115522447,0.315540446,0.073357068,34.90386075,4.586561497,1.870128272,1.809610553,0.016647439,0.16298923,0.264037087,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
STXBP5L|STXBP5,923,0.31110055,0.216657566,416,-0.104135965,0.468686071,STXBP5L,STXBP5,ENSG00000145087,3,120908072,ENSG00000164506,STXBP5,6,147204425,0.19,4.603,FALSE,FALSE,1.816174759,1.975273661,-0.155590095,0.203119838,0.073411156,0.958195299,14.51346479,1.841537811,1.865556559,-0.038397965,-0.12166378,0.261938363,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
ADAMTS10|ADAMTS6,155,-0.372092828,0.219165698,305,-0.164494542,0.325351951,ADAMTS10,ADAMTS6,ENSG00000142303,19,8580240,ENSG00000049192,ADAMTS6,5,65148738,0.272,0.339,FALSE,FALSE,2.334887351,2.021497731,-0.689999681,-0.917520889,0.074473781,1.303145606,9.454193615,1.792894047,NA,-0.124884665,-0.257968021,0.132223156,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
GRM3|GRM2,252,-0.239456782,0.220327397,742,0.067041629,0.575656464,GRM3,GRM2,ENSG00000198822,7,86643914,ENSG00000164082,GRM2,3,51707068,0.339,0.299,FALSE,FALSE,2.00412091,1.984185386,0.008390727,-0.213209034,0.075294869,0.396054057,0.229966872,2.151408685,2.07758375,-0.329819582,-0.206389211,0.372779477,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
WIPI2|WIPI1,258,-0.230987655,0.220327397,120,-0.390814814,0.112126744,WIPI2,WIPI1,ENSG00000157954,7,5190196,ENSG00000070540,WIPI1,17,68420948,65.3,10.157,FALSE,FALSE,2.371020364,2.040078197,0.566166215,0.251833881,0.075296353,40.88299942,14.13018667,2.178294363,2.097636225,0.469819542,0.037933107,0.021445601,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
EIF4E1B|EIF4E,955,0.351974259,0.220928649,994,0.332035305,0.028591051,EIF4E1B,EIF4E,ENSG00000175766,5,176630618,ENSG00000151247,EIF4E,4,98871684,0.394,136.601,FALSE,TRUE,2.024578838,2.127462149,-1.475429442,-0.836376715,0.075716323,0,87.15744438,2.147743292,1.864597159,-0.354113053,0.037271894,0.001968595,neither_in_PC9,buffering_in_HeLa,buffering,FALSE,NA,diff_chr
CHIC2|CHIC1,231,-0.26434721,0.224444693,284,-0.181276221,0.084649939,CHIC2,CHIC1,ENSG00000109220,4,54009789,ENSG00000204116,CHIC1,X,73563200,11.379,2.661,FALSE,FALSE,1.726203103,1.743411031,0.129640467,-0.138849039,0.077300101,4.062748067,2.555187464,1.878186949,1.870490223,0.601612992,0.363202107,0.01342876,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
